   ;IDENT;NAME
1902;ЧернН;Черничная
1903;Черни;Черникова
1904;Черно;Чернова
1905;Черны;Чернышевская
1906;Черня;Черняховского
1907;Чехов;Чехова
1908;ЧистК;Чистяковская
1909;Чистя;Чистякова
1910;Чичер;Чичеринская
1911;ЧкалК;Чкаловский
1912;Чкало;Чкалова
1913;Чугун;Чугунная
1914;Чудно;Чудновского
1915;Шавро;Шаврова
1916;Шамше;Шамшева
1917;Шаров;Шарова
1918;Шател;Шателена
1919;Шаумя;Шаумяна
1920;Шахма;Шахматова
1921;Швейц;Швейцарская
1922;Шверн;Шверника
1923;Швецо;Швецова
1924;Шевче;Шевченко
1925;Шелгу;Шелгунова
1926;Шепет;Шепетовская
1927;Широ2;2-й Широкий
1928;Широк;Широкая
1929;Шишки;Шишкина
1930;Шишко;Вячеслава Шишкова
1931;Шишма;Шишмаревский
1932;Шкапи;Шкапина
1933;Шкипе;Шкиперский
1934;Школь;Школьная/ый
1935;Шлисс;Шлиссельбургский/ое
1936;Шоссе;Шоссейная
1937;Шоста;Шостаковича
1938;Шотла;Шотландская
1939;Шотма;Шотмана
1940;Шпале;Шпалерная
1941;Штурм;Штурманская
1942;Шувал;Шуваловский
1943;Шумба;Шумба
1944;ЩербВ;Щербакова
1945;Щерба;Щербаков
1946;Щукин;Щукин
1947;Щуппа;Щуппа
1948;ЭПере;Электропередач
1949;Эйхен;Эйхенская
1950;Экипа;Экипажная
1951;Элева;Элеваторная
1952;Энгел;Энгельса
1953;Энерг;Энергетиков
1954;Энтуз;Энтузиастов
1955;Эрива;Эриванская
1956;Эрлер;Эрлеровский
1957;Эспер;Эсперова
1958;Эстон;Эстонская
1959;ЮБонд;Юты Бондаровской
1960;ЮГага;Юрия Гагарина
1961;ЮИнге;Юрия Инге
1962;ЮЛени;Юного Ленинца
1963;ЮПион;Юных Пионеров
1964;ЮПрол;Юных Пролетариев
1965;Южн;Южная/ое
1966;Юкков;Юкковское
1967;Юризи;Юризанская
1968;ЯГаше;Ярослава Гашека
1969;ЯИжор;Ям-Ижора
1970;Яблон;Яблоневка
1971;Яблоч;Яблочкова
1972;Яковл;Яковлевский
1973;Якорн;Якорная
1974;Якубо;Якубовича
1975;Яросл;Ярославская/ий
1976;Ясель;Ясельный
1977;Яхтен;Яхтенная
1978;Яхтин;Яхтинская
1979;Слепу;Слепушкина
1980;03;в/ч 3
1981;КресК;Крестьянский
1982;ПредП;Предпортовая
1983;Шафир;Шафировский
1984;Тамож;Таможенный
1985;70170;в/ч 70170
1986;37492;в/ч 37492
1987;Трост;Тростниковая
1988;АдмиР;Адмиральский
1989;ЖукВо;Жуковско-Волынская
1990;Зауса;Заусадебная
1991;22236;в/ч 22236
1992;Клено;Кленовая
1993;Медве;Медвежий
1994;ЗверЦ;Звериницкая
1995;Гуммо;Гуммолосаровская
1996;ЛебеН;Лебединая
1997;Демин;Деминский
1998;Шипки;Шипкинский
1999;11935;в/ч 11935
2000;61240;в/ч 61240
2001;22966;в/ч 22966
2002;96719;в/ч 96719
2003;Заво1;Заводская 1-я
2004;Креме;Кременчугская
2005;Марьи;Марьино
2006;Бере2;Березовая 2-ая
2007;КораЛ;Корабельная
2008;БерГ1;Береговая 1-я
2009;БерГ2;Береговая 2-я
2010;1УсЛК;1-я Успенка Лесной кордон
2011;РМона;Реки Монастырки
2012;Короб;Коробицына
2013;3278;в/ч 3278
2014;13252;в/ч 13252
2015;56456;в/ч 56456
2016;ФУПВО;Ф-л Воен.Университета ПВО
2017;Серто;Сертоловская/ий
2018;63392;в/ч 63392
2019;НБеле;Новобелецкая
2020;2518;в/ч 2518
2021;АКома;Академика Комарова
2022;Меже2;2-й Межевой
2023;Биоло;Биологическая
2024;Поля2;Полянская 2-я
2025;Меже1;1-й Межевой
2026;Краса;Красавица
2027;Слуцк;Слуцкая
2028;2653;в/ч 2653
2029;3636;в/ч 3636
2030;Таицк;Таицкая
2031;ОрехК;Ореховская
2032;51317;в/ч 51317
2033;НБели;Новобелицкая
2034;Лагвч;Лагерное шоссе в/ч 01630
2035;я;
2036;в/ч 45618;в/ч 45618
2037;ФАбрам;Федора Абрамова
2038;АДМЧЕР;Адмирала Черокова
2039;2КЛа1;2-й 1-й Конной Лахты
2040;Севе2;2-я Северная
2041;Лыжн;Лыжный
2042;Росто;Ростовская
2043;СВолх;"Садоводство ""Волхонское"""
2044;Окуло;Окуловская
2045;Внутр;Внутреннее кольцо
2046;Галиц;Галицкая
2047;Томпо;Томполовская
2048;Иност;Иностранный
2049;2Верх;2-й Верхний
2050;Полоц;Полоцкая
2051;Солов;Соловьиная
2052;Прест;Престижная
2053;Чаяно;Чаяновская
2054;3Верх;3-й Верхний
2055;Жемчу;Жемчужная
2056;22940;в/ч 22940
2057;АДМТРИ;Адмирала Трибуца
2058;ИЗБОР;Изборская
2059;РУСАНОВ;Русановская
